;time;windvelocity;precipitation;temperature
0;1962-05-01;-999;   0.0;    5.4
1;1962-05-02;-999;   0.4;    6.2
2;1962-05-03;-999;   0.1;    6.0
3;1962-05-04;-999;   0.0;    8.6
4;1962-05-05;-999;   0.0;    8.4
5;1962-05-06;-999;   5.6;   13.2
6;1962-05-07;-999;   0.0;   14.6
7;1962-05-08;-999;   1.2;   12.5
8;1962-05-09;-999;  30.7;   14.2
9;1962-05-10;-999;   2.5;    9.1
10;1962-05-11;-999;   7.5;    8.8
11;1962-05-12;-999;   6.0;    9.4
12;1962-05-13;-999;   1.4;    8.9
13;1962-05-14;-999;   0.4;    8.1
14;1962-05-15;-999;   0.5;    8.6
15;1962-05-16;-999;   2.4;    9.5
16;1962-05-17;-999;   4.2;    8.6
17;1962-05-18;-999;   0.1;    9.3
18;1962-05-19;-999;   2.8;   11.9
19;1962-05-20;-999;   1.7;    9.5
20;1962-05-21;-999;   0.1;   13.3
21;1962-05-22;-999;   3.4;   11.3
22;1962-05-23;-999;   0.4;   10.5
23;1962-05-24;-999;   0.4;    9.6
24;1962-05-25;-999;   1.8;    8.9
25;1962-05-26;-999;   4.1;   10.9
26;1962-05-27;-999;   0.0;   11.4
27;1962-05-28;-999;   2.2;   11.6
28;1962-05-29;-999;   4.6;   10.6
29;1962-05-30;-999;   0.2;    8.1
30;1962-05-31;-999;   2.0;    7.1
31;1962-06-01;-999;   0.3;    8.5
32;1962-06-02;-999;   2.1;    8.2
33;1962-06-03;-999;   0.0;    9.1
34;1962-06-04;-999;   0.0;    9.6
35;1962-06-05;-999;   0.0;   12.4
36;1962-06-06;-999;   0.1;   12.3
37;1962-06-07;-999;   0.0;   16.0
38;1962-06-08;-999;   0.0;   14.4
39;1962-06-09;-999;   0.0;   12.5
40;1962-06-10;-999;   0.4;   15.0
41;1962-06-11;-999;   0.0;   10.1
42;1962-06-12;-999;   0.0;   11.7
43;1962-06-13;-999;   0.0;   16.9
44;1962-06-14;-999;   0.0;   21.2
45;1962-06-15;-999;   0.0;   21.2
46;1962-06-16;-999;   0.0;   18.4
47;1962-06-17;-999;   0.0;   14.9
48;1962-06-18;-999;   0.0;   20.2
49;1962-06-19;-999;  23.3;   16.1
50;1962-06-20;-999;   0.1;   16.1
51;1962-06-21;-999;   0.0;   19.0
52;1962-06-22;-999;   0.2;   17.6
53;1962-06-23;-999;   0.0;   16.8
54;1962-06-24;-999;   0.0;   15.2
55;1962-06-25;-999;   0.0;   12.4
56;1962-06-26;-999;   5.4;   11.0
57;1962-06-27;-999;   4.1;   10.2
58;1962-06-28;-999;   7.1;   10.4
59;1962-06-29;-999;   0.0;   11.0
60;1962-06-30;-999;   0.7;   11.1
61;1962-07-01;-999;   0.3;   12.5
62;1962-07-02;-999;   4.7;   10.7
63;1962-07-03;-999;  23.9;    9.8
64;1962-07-04;-999;   4.4;   11.8
65;1962-07-05;-999;   0.3;   12.4
66;1962-07-06;-999;   0.8;   11.2
67;1962-07-07;-999;   0.0;   13.0
68;1962-07-08;-999;   0.5;   11.8
69;1962-07-09;-999;   0.0;   13.9
70;1962-07-10;-999;   0.0;   17.4
71;1962-07-11;-999;   3.3;   15.4
72;1962-07-12;-999;   5.4;   15.0
73;1962-07-13;-999;   9.9;   13.3
74;1962-07-14;-999;   0.0;   14.1
75;1962-07-15;-999;   0.0;   16.5
76;1962-07-16;-999;   0.0;   16.2
77;1962-07-17;-999;   0.3;   15.4
78;1962-07-18;-999;   3.2;   15.4
79;1962-07-19;-999;   5.7;   17.0
80;1962-07-20;-999;   0.9;   17.7
81;1962-07-21;-999;   1.5;   17.5
82;1962-07-22;-999;   0.0;   17.2
83;1962-07-23;-999;   8.0;   13.5
84;1962-07-24;-999;   0.0;   13.4
85;1962-07-25;-999;   0.0;   15.6
86;1962-07-26;-999;   4.8;   14.7
87;1962-07-27;-999;   2.7;   13.0
88;1962-07-28;-999;   0.0;   15.5
89;1962-07-29;-999;   0.0;   13.8
90;1962-07-30;-999;   0.0;   15.2
91;1962-07-31;-999;   0.0;   16.2
92;1962-08-01;-999;   0.0;   15.6
93;1962-08-02;-999;   0.0;   16.4
94;1962-08-03;-999;   4.7;   17.8
95;1962-08-04;-999;   1.0;   15.4
96;1962-08-05;-999;   0.0;   14.6
97;1962-08-06;-999;   3.4;   15.8
98;1962-08-07;-999;   7.9;   15.6
99;1962-08-08;-999;   2.0;   12.3
100;1962-08-09;-999;   0.4;   14.6
101;1962-08-10;-999;   1.1;   14.8
102;1962-08-11;-999;   0.0;   18.2
103;1962-08-12;-999;   0.0;   16.6
104;1962-08-13;-999;   0.0;   15.1
105;1962-08-14;-999;   5.3;   14.8
106;1962-08-15;-999;   0.0;   16.6
107;1962-08-16;-999;   0.0;   17.2
108;1962-08-17;-999;   5.9;   15.6
109;1962-08-18;-999;   7.0;   13.0
110;1962-08-19;-999;   0.1;   14.0
111;1962-08-20;-999;   0.0;   13.6
112;1962-08-21;-999;   1.8;   15.2
113;1962-08-22;-999;   4.5;   13.6
114;1962-08-23;-999;   8.0;   14.9
115;1962-08-24;-999;   7.1;   15.8
116;1962-08-25;-999;   0.5;   13.8
117;1962-08-26;-999;   0.0;   14.4
118;1962-08-27;-999;   4.1;   14.0
119;1962-08-28;-999;   5.0;   13.8
120;1962-08-29;-999;   0.4;   13.2
121;1962-08-30;-999;   0.0;   14.0
122;1962-08-31;-999;   0.0;   12.6
123;1962-09-01;-999;   0.0;   11.8
124;1962-09-02;-999;   0.0;   13.6
125;1962-09-03;-999;   0.0;   19.6
126;1962-09-04;-999;   6.2;   17.6
127;1962-09-05;-999;   5.8;   14.4
128;1962-09-06;-999;  12.9;   15.8
129;1962-09-07;-999;   4.9;   11.5
130;1962-09-08;-999;   4.7;   10.7
131;1962-09-09;-999;   0.0;   13.4
132;1962-09-10;-999;   3.7;   18.1
133;1962-09-11;-999;   3.0;   16.7
134;1962-09-12;-999;   5.8;   14.6
135;1962-09-13;-999;   0.1;   11.8
136;1962-09-14;-999;   0.0;    9.8
137;1962-09-15;-999;   0.0;   11.8
138;1962-09-16;-999;   0.2;   11.5
139;1962-09-17;-999;   0.1;   10.0
140;1962-09-18;-999;   0.0;    9.0
141;1962-09-19;-999;   0.0;   10.6
142;1962-09-20;-999;   0.1;    9.4
143;1962-09-21;-999;   0.6;   11.4
144;1962-09-22;-999;   0.3;   11.0
145;1962-09-23;-999;   0.4;   11.3
146;1962-09-24;-999;   0.3;   11.0
147;1962-09-25;-999;   0.0;   10.6
148;1962-09-26;-999;   0.0;   12.2
149;1962-09-27;-999;   0.0;   12.7
150;1962-09-28;-999;   0.0;    9.8
151;1962-09-29;-999;   0.0;   11.3
152;1962-09-30;-999;   0.6;   15.7
153;1962-10-01;-999;   0.0;   18.1
154;1962-10-02;-999;   0.0;   18.4
155;1962-10-03;-999;   0.0;   16.2
156;1962-10-04;-999;   0.0;   15.0
157;1962-10-05;-999;   0.0;   12.6
158;1962-10-06;-999;   0.1;   12.9
159;1962-10-07;-999;   0.0;    9.7
160;1962-10-08;-999;   0.0;   11.8
161;1962-10-09;-999;   0.0;   11.5
162;1962-10-10;-999;   0.0;   10.7
163;1962-10-11;-999;   0.0;    8.8
164;1962-10-12;-999;   0.0;    9.4
165;1962-10-13;-999;   0.0;    8.7
166;1962-10-14;-999;   0.1;    8.4
167;1962-10-15;-999;   0.7;    6.4
168;1962-10-16;-999;   1.0;   10.8
169;1962-10-17;-999;   0.0;   12.8
170;1962-10-18;-999;   0.3;   12.6
171;1962-10-19;-999;   0.4;   10.1
172;1962-10-20;-999;   0.0;    9.5
173;1962-10-21;-999;   0.0;   10.1
174;1962-10-22;-999;   0.0;   10.0
175;1962-10-23;-999;   0.0;    5.0
176;1962-10-24;-999;   0.0;    9.8
177;1962-10-25;-999;   0.4;   11.2
178;1962-10-26;-999;   9.1;    9.5
179;1962-10-27;-999;   0.4;    5.3
180;1962-10-28;-999;   1.0;    6.5
181;1962-10-29;-999;   0.3;    6.5
182;1962-10-30;-999;   1.2;    6.4
183;1962-10-31;-999;   0.4;    6.2
184;1962-11-01;-999;   0.0;    2.0
185;1962-11-02;-999;   0.2;    2.6
186;1962-11-03;-999;   0.1;    5.0
187;1962-11-04;-999;   0.0;    8.4
188;1962-11-05;-999;   0.0;    7.2
189;1962-11-06;-999;   0.0;    9.2
190;1962-11-07;-999;   0.0;    6.2
191;1962-11-08;-999;   0.0;    7.7
192;1962-11-09;-999;   0.0;    8.5
193;1962-11-10;-999;   0.0;    5.4
194;1962-11-11;-999;   0.0;    2.2
195;1962-11-12;-999;   0.0;    2.9
196;1962-11-13;-999;   0.0;    4.0
197;1962-11-14;-999;   3.3;    3.6
198;1962-11-15;-999;   2.1;    2.6
199;1962-11-16;-999;   1.5;    1.5
200;1962-11-17;-999;   0.0;   -0.2
201;1962-11-18;-999;   0.3;    0.0
202;1962-11-19;-999;   2.7;    0.5
203;1962-11-20;-999;   2.2;    0.8
204;1962-11-21;-999;   0.1;   -0.8
205;1962-11-22;-999;   0.1;    0.0
206;1962-11-23;-999;   0.0;   -1.2
207;1962-11-24;-999;   0.4;   -1.0
208;1962-11-25;-999;   1.2;    3.7
209;1962-11-26;-999;   0.0;    6.4
210;1962-11-27;-999;   0.1;    5.7
211;1962-11-28;-999;   0.8;    7.1
212;1962-11-29;-999;   1.4;    7.2
213;1962-11-30;-999;   0.0;    2.6
214;1962-12-01;-999;   0.0;   -3.7
215;1962-12-02;-999;   0.0;   -5.2
216;1962-12-03;-999;   0.0;   -6.2
217;1962-12-04;-999;   0.0;   -1.2
218;1962-12-05;-999;   0.2;    2.0
219;1962-12-06;-999;   0.0;   -1.6
220;1962-12-07;-999;   0.0;   -0.6
221;1962-12-08;-999;   2.5;    4.8
222;1962-12-09;-999;  10.5;    3.6
223;1962-12-10;-999;   3.6;    5.0
224;1962-12-11;-999;   8.2;    5.4
225;1962-12-12;-999;   0.2;    4.6
226;1962-12-13;-999;   0.0;    1.6
227;1962-12-14;-999;  19.5;    1.3
228;1962-12-15;-999;   7.3;    3.9
229;1962-12-16;-999;   2.0;    2.9
230;1962-12-17;-999;   0.8;    0.2
231;1962-12-18;-999;   0.0;   -0.6
232;1962-12-19;-999;   0.0;   -4.3
233;1962-12-20;-999;   0.2;   -6.3
234;1962-12-21;-999;   0.3;   -5.4
235;1962-12-22;-999;   0.0;   -8.8
236;1962-12-23;-999;   0.0;   -6.6
237;1962-12-24;-999;   0.0;   -7.1
238;1962-12-25;-999;   0.0;   -8.0
239;1962-12-26;-999;   1.2;   -7.1
240;1962-12-27;-999;   0.1;   -4.0
241;1962-12-28;-999;   0.0;   -4.0
242;1962-12-29;-999;   0.3;   -4.9
243;1962-12-30;-999;   0.0;   -3.8
244;1962-12-31;-999;   0.0;   -5.4
245;1963-01-01;-999;   0.0;  -10.2
246;1963-01-02;-999;   0.0;  -10.1
247;1963-01-03;-999;   0.0;   -5.0
248;1963-01-04;-999;   1.5;   -4.8
249;1963-01-05;-999;   1.6;    1.7
250;1963-01-06;-999;   0.1;   -3.2
251;1963-01-07;-999;   0.0;   -4.6
252;1963-01-08;-999;   0.0;   -9.2
253;1963-01-09;-999;   0.0;   -9.8
254;1963-01-10;-999;   0.0;   -8.8
255;1963-01-11;-999;   0.0;   -7.2
256;1963-01-12;-999;   0.0;   -8.6
257;1963-01-13;-999;   2.3;   -7.0
258;1963-01-14;-999;   0.0;   -7.9
259;1963-01-15;-999;   0.0;   -9.2
260;1963-01-16;-999;   0.0;   -7.9
261;1963-01-17;-999;   0.3;   -9.0
262;1963-01-18;-999;   0.0;   -8.2
263;1963-01-19;-999;   0.0;  -11.6
264;1963-01-20;-999;   0.1;   -6.2
265;1963-01-21;-999;   0.0;  -11.4
266;1963-01-22;-999;   0.0;   -6.5
267;1963-01-23;-999;   0.0;   -1.8
268;1963-01-24;-999;   1.0;   -0.3
269;1963-01-25;-999;   1.9;   -0.8
270;1963-01-26;-999;   1.1;    0.2
271;1963-01-27;-999;   0.0;   -1.5
272;1963-01-28;-999;   0.2;   -1.4
273;1963-01-29;-999;   0.3;   -2.8
274;1963-01-30;-999;   0.0;   -9.7
275;1963-01-31;-999;   0.7;   -5.4
276;1963-02-01;-999;   0.6;   -5.3
277;1963-02-02;-999;   0.5;   -7.6
278;1963-02-03;-999;   1.2;   -7.3
279;1963-02-04;-999;   0.0;   -8.6
280;1963-02-05;-999;   0.0;   -8.6
281;1963-02-06;-999;   0.1;  -10.8
282;1963-02-07;-999;   0.1;   -6.6
283;1963-02-08;-999;   0.0;   -4.0
284;1963-02-09;-999;   0.0;   -3.4
285;1963-02-10;-999;   0.0;   -3.7
286;1963-02-11;-999;   0.0;   -1.4
287;1963-02-12;-999;   0.2;   -1.6
288;1963-02-13;-999;   0.4;   -1.8
289;1963-02-14;-999;   0.6;   -1.4
290;1963-02-15;-999;   0.2;   -2.8
291;1963-02-16;-999;   1.5;   -2.7
292;1963-02-17;-999;   5.4;   -1.4
293;1963-02-18;-999;   1.0;   -2.4
294;1963-02-19;-999;   0.1;   -4.0
295;1963-02-20;-999;   0.0;   -4.8
296;1963-02-21;-999;   0.8;   -9.0
297;1963-02-22;-999;   0.0;   -2.1
298;1963-02-23;-999;   0.0;   -9.7
299;1963-02-24;-999;   0.0;   -7.0
300;1963-02-25;-999;   0.0;   -4.8
301;1963-02-26;-999;   0.0;   -1.4
302;1963-02-27;-999;   0.0;   -6.3
303;1963-02-28;-999;   0.0;   -6.8
304;1963-03-01;-999;   0.0;   -8.0
305;1963-03-02;-999;   0.0;   -7.2
306;1963-03-03;-999;   0.0;   -2.3
307;1963-03-04;-999;   0.0;   -3.9
308;1963-03-05;-999;   0.0;    3.8
309;1963-03-06;-999;   0.0;    7.9
310;1963-03-07;-999;   0.2;    7.4
311;1963-03-08;-999;  11.2;    8.2
312;1963-03-09;-999;   0.6;    6.0
313;1963-03-10;-999;   4.0;    5.4
314;1963-03-11;-999;   7.8;    6.2
315;1963-03-12;-999;   5.9;    4.6
316;1963-03-13;-999;   1.2;    1.2
317;1963-03-14;-999;   0.0;   -0.4
318;1963-03-15;-999;   0.5;    0.2
319;1963-03-16;-999;   3.0;    4.4
320;1963-03-17;-999;   0.0;    5.8
321;1963-03-18;-999;   0.7;    4.6
322;1963-03-19;-999;   1.6;    3.5
323;1963-03-20;-999;   0.0;    3.2
324;1963-03-21;-999;   0.0;    0.7
325;1963-03-22;-999;   0.0;   -1.6
326;1963-03-23;-999;   0.0;   -0.2
327;1963-03-24;-999;   0.0;    3.4
328;1963-03-25;-999;   1.7;    4.7
329;1963-03-26;-999;   0.0;    5.0
330;1963-03-27;-999;   0.0;    2.7
331;1963-03-28;-999;   0.2;    5.4
332;1963-03-29;-999;   3.6;    6.0
333;1963-03-30;-999;   1.8;    6.0
334;1963-03-31;-999;   0.0;    2.2
335;1963-04-01;-999;   0.0;    3.6
336;1963-04-02;-999;   0.0;    4.9
337;1963-04-03;-999;   3.3;    5.0
338;1963-04-04;-999;   9.4;    3.8
339;1963-04-05;-999;   0.0;    4.7
340;1963-04-06;-999;   0.0;    5.0
341;1963-04-07;-999;   0.0;    4.4
342;1963-04-08;-999;   0.0;    7.3
343;1963-04-09;-999;   0.0;   10.4
344;1963-04-10;-999;   0.2;   13.1
345;1963-04-11;-999;   0.0;   11.1
346;1963-04-12;-999;   0.0;    5.9
347;1963-04-13;-999;   0.0;    3.8
348;1963-04-14;-999;   2.0;    8.4
349;1963-04-15;-999;   2.1;    8.8
350;1963-04-16;-999;   3.6;    9.2
351;1963-04-17;-999;   0.2;   12.8
352;1963-04-18;-999;   0.0;   11.9
353;1963-04-19;-999;   0.0;   11.2
354;1963-04-20;-999;   0.0;    9.0
355;1963-04-21;-999;   2.2;   10.8
356;1963-04-22;-999;   0.4;   10.0
357;1963-04-23;-999;   0.0;    8.0
358;1963-04-24;-999;   0.1;    5.1
359;1963-04-25;-999;   0.0;    4.5
360;1963-04-26;-999;   0.0;    7.3
361;1963-04-27;-999;   0.1;   10.0
362;1963-04-28;-999;   1.9;    8.4
363;1963-04-29;-999;   4.2;    9.9
364;1963-04-30;-999;   0.0;    9.1
365;1963-05-01;-999;   7.3;    8.4
366;1963-05-02;-999;   0.0;    7.0
367;1963-05-03;-999;   0.0;    8.4
368;1963-05-04;-999;   0.0;    8.0
369;1963-05-05;-999;   0.2;   10.9
370;1963-05-06;-999;   1.9;    7.5
371;1963-05-07;-999;   0.0;   12.6
372;1963-05-08;-999;   0.0;   15.9
373;1963-05-09;-999;   0.0;   13.5
374;1963-05-10;-999;   0.8;    9.6
375;1963-05-11;-999;   0.0;   11.4
376;1963-05-12;-999;   0.0;   11.8
377;1963-05-13;-999;   0.9;   14.7
378;1963-05-14;-999;   6.9;    9.8
379;1963-05-15;-999;   1.8;    9.4
380;1963-05-16;-999;   2.6;   10.4
381;1963-05-17;-999;   0.1;    9.7
382;1963-05-18;-999;   2.3;   10.6
383;1963-05-19;-999;   0.5;    7.4
384;1963-05-20;-999;   0.0;    9.8
385;1963-05-21;-999;   0.0;   14.6
386;1963-05-22;-999;   0.0;   13.8
387;1963-05-23;-999;   0.2;   18.5
388;1963-05-24;-999;   7.4;   12.2
389;1963-05-25;-999;   0.0;   12.7
390;1963-05-26;-999;   2.9;   13.4
391;1963-05-27;-999;   0.0;   16.6
392;1963-05-28;-999;   0.4;   17.1
393;1963-05-29;-999;   0.0;   18.7
394;1963-05-30;-999;   0.0;   18.1
395;1963-05-31;-999;   0.0;   16.7
396;1963-06-01;-999;   0.0;   14.0
397;1963-06-02;-999;   0.0;   13.0
398;1963-06-03;-999;   0.0;   15.9
399;1963-06-04;-999;   0.0;   17.8
400;1963-06-05;-999;   0.0;   18.8
401;1963-06-06;-999;   0.3;   20.2
402;1963-06-07;-999;   0.0;   21.0
403;1963-06-08;-999;   0.0;   19.2
404;1963-06-09;-999;   0.0;   18.1
405;1963-06-10;-999;   0.0;   18.9
406;1963-06-11;-999;   0.0;   16.6
407;1963-06-12;-999;   0.0;   14.7
408;1963-06-13;-999;   0.0;   17.5
409;1963-06-14;-999;   2.0;   15.8
410;1963-06-15;-999;   0.0;   13.6
411;1963-06-16;-999;   0.0;   15.2
412;1963-06-17;-999;   0.1;   16.4
413;1963-06-18;-999;  10.0;   16.8
414;1963-06-19;-999;   6.7;   11.1
415;1963-06-20;-999;   1.0;   13.3
416;1963-06-21;-999;   5.2;   15.4
417;1963-06-22;-999;   1.1;   14.1
418;1963-06-23;-999;   7.9;   13.2
419;1963-06-24;-999;   0.0;   15.0
420;1963-06-25;-999;   5.1;   17.0
421;1963-06-26;-999;   2.0;   13.9
422;1963-06-27;-999;   1.8;   16.8
423;1963-06-28;-999;   5.0;   16.6
424;1963-06-29;-999;   0.0;   18.4
425;1963-06-30;-999;   0.3;   20.2
426;1963-07-01;-999;   2.1;   17.3
427;1963-07-02;-999;   1.2;   18.7
428;1963-07-03;-999;   0.0;   19.5
429;1963-07-04;-999;   0.0;   20.4
430;1963-07-05;-999;   1.0;   17.1
431;1963-07-06;-999;   0.7;   18.0
432;1963-07-07;-999;   1.5;   15.1
433;1963-07-08;-999;   0.0;   13.0
434;1963-07-09;-999;   0.1;   14.4
435;1963-07-10;-999;   0.8;   15.2
436;1963-07-11;-999;   3.2;   13.4
437;1963-07-12;-999;   0.2;   15.6
438;1963-07-13;-999;   2.2;   17.4
439;1963-07-14;-999;   0.0;   17.4
440;1963-07-15;-999;   0.1;   20.7
441;1963-07-16;-999;   0.1;   17.6
442;1963-07-17;-999;   0.0;   17.6
443;1963-07-18;-999;   0.0;   17.8
444;1963-07-19;-999;   0.0;   19.8
445;1963-07-20;-999;   0.0;   16.0
446;1963-07-21;-999;   0.0;   16.6
447;1963-07-22;-999;   0.0;   20.6
448;1963-07-23;-999;   1.3;   22.8
449;1963-07-24;-999;   0.5;   24.2
450;1963-07-25;-999;   6.7;   16.4
451;1963-07-26;-999;   0.0;   14.1
452;1963-07-27;-999;   0.0;   14.2
453;1963-07-28;-999;   0.0;   16.4
454;1963-07-29;-999;   0.0;   17.8
455;1963-07-30;-999;   5.1;   15.1
456;1963-07-31;-999;   1.8;   17.6
457;1963-08-01;-999;   0.0;   17.4
458;1963-08-02;-999;   5.7;   21.4
459;1963-08-03;-999;   0.0;   27.6
460;1963-08-04;-999;   0.1;   21.0
461;1963-08-05;-999;   0.0;   19.0
462;1963-08-06;-999;   0.0;   23.0
463;1963-08-07;-999;  14.5;   18.8
464;1963-08-08;-999;   0.1;   16.8
465;1963-08-09;-999;   0.5;   14.7
466;1963-08-10;-999;  15.7;   15.1
467;1963-08-11;-999;   4.9;   16.0
468;1963-08-12;-999;   5.1;   14.9
469;1963-08-13;-999;   1.2;   13.4
470;1963-08-14;-999;   3.1;   16.0
471;1963-08-15;-999;   2.4;   14.6
472;1963-08-16;-999;   0.1;   13.5
473;1963-08-17;-999;  18.1;   17.4
474;1963-08-18;-999;   0.3;   13.8
475;1963-08-19;-999;  19.8;   12.7
476;1963-08-20;-999;  35.4;   15.2
477;1963-08-21;-999;   2.1;   13.6
478;1963-08-22;-999;   0.8;   14.1
479;1963-08-23;-999;   0.2;   15.5
480;1963-08-24;-999;   3.4;   14.1
481;1963-08-25;-999;   1.9;   16.0
482;1963-08-26;-999;   3.9;   17.5
483;1963-08-27;-999;   0.0;   14.5
484;1963-08-28;-999;   0.0;   14.0
485;1963-08-29;-999;   0.0;   11.2
486;1963-08-30;-999;   0.0;   11.8
487;1963-08-31;-999;   0.0;   14.4
488;1963-09-01;-999;   1.1;   15.4
489;1963-09-02;-999;   0.0;   16.2
490;1963-09-03;-999;   0.8;   15.2
491;1963-09-04;-999;   1.6;   13.9
492;1963-09-05;-999;   0.0;   12.8
493;1963-09-06;-999;   0.0;   11.8
494;1963-09-07;-999;   0.0;   12.0
495;1963-09-08;-999;   0.0;   15.0
496;1963-09-09;-999;   0.0;   13.4
497;1963-09-10;-999;   0.0;   11.0
498;1963-09-11;-999;   0.4;   14.0
499;1963-09-12;-999;   1.0;   13.1
500;1963-09-13;-999;   0.0;   13.1
501;1963-09-14;-999;   0.0;   14.2
502;1963-09-15;-999;   0.0;   12.4
503;1963-09-16;-999;   0.0;   15.4
504;1963-09-17;-999;   2.0;   18.8
505;1963-09-18;-999;   0.0;   15.8
506;1963-09-19;-999;   0.0;   14.4
507;1963-09-20;-999;   5.6;   14.2
508;1963-09-21;-999;   0.0;   13.6
509;1963-09-22;-999;   0.0;   14.8
510;1963-09-23;-999;   0.0;   15.7
511;1963-09-24;-999;   8.3;   17.2
512;1963-09-25;-999;   4.2;   10.3
513;1963-09-26;-999;   2.5;   11.8
514;1963-09-27;-999;  17.0;    9.6
515;1963-09-28;-999;  10.9;    7.5
516;1963-09-29;-999;  16.8;   11.2
517;1963-09-30;-999;   8.0;   10.5
518;1963-10-01;-999;   4.7;   10.3
519;1963-10-02;-999;   3.8;    9.2
520;1963-10-03;-999;   4.2;    9.6
521;1963-10-04;-999;   1.9;   10.8
522;1963-10-05;-999;   0.0;    7.7
523;1963-10-06;-999;   0.0;    8.8
524;1963-10-07;-999;   0.0;    7.4
525;1963-10-08;-999;   1.9;   11.7
526;1963-10-09;-999;   0.2;   10.2
527;1963-10-10;-999;   1.2;    9.4
528;1963-10-11;-999;   0.0;   12.6
529;1963-10-12;-999;   0.0;   12.8
530;1963-10-13;-999;  10.1;   11.1
531;1963-10-14;-999;   1.6;    8.2
532;1963-10-15;-999;   0.4;    8.0
533;1963-10-16;-999;   0.0;   10.3
534;1963-10-17;-999;   0.0;   10.4
535;1963-10-18;-999;   0.0;   11.2
536;1963-10-19;-999;   0.0;   10.7
537;1963-10-20;-999;   1.5;   14.4
538;1963-10-21;-999;   0.1;   12.2
539;1963-10-22;-999;   1.8;   10.2
540;1963-10-23;-999;   0.4;    8.9
541;1963-10-24;-999;   0.0;    9.0
542;1963-10-25;-999;   0.0;    5.0
543;1963-10-26;-999;   0.1;    4.6
544;1963-10-27;-999;   0.0;    5.1
545;1963-10-28;-999;   0.0;    3.8
546;1963-10-29;-999;   0.1;    3.5
547;1963-10-30;-999;   0.0;    4.4
548;1963-10-31;-999;   0.0;    6.0
549;1963-11-01;-999;   0.0;    7.9
550;1963-11-02;-999;   0.0;    9.2
551;1963-11-03;-999;   0.3;    6.7
552;1963-11-04;-999;   0.7;    7.2
553;1963-11-05;-999;   0.3;    8.3
554;1963-11-06;-999;   4.0;    9.4
555;1963-11-07;-999;   2.9;   10.7
556;1963-11-08;-999;  10.1;    9.9
557;1963-11-09;-999;   0.0;    8.7
558;1963-11-10;-999;   6.9;    9.9
559;1963-11-11;-999;   3.4;   11.9
560;1963-11-12;-999;   1.5;   10.7
561;1963-11-13;-999;   2.7;    7.6
562;1963-11-14;-999;   0.4;    5.2
563;1963-11-15;-999;   7.9;    4.8
564;1963-11-16;-999;   0.0;    7.2
565;1963-11-17;-999;   7.0;    6.5
566;1963-11-18;-999;  26.3;   11.4
567;1963-11-19;-999;  13.7;   12.6
568;1963-11-20;-999;   1.3;    6.0
569;1963-11-21;-999;   9.9;    4.4
570;1963-11-22;-999;   4.1;    7.7
571;1963-11-23;-999;   1.3;    7.7
572;1963-11-24;-999;   0.0;    9.0
573;1963-11-25;-999;   0.0;    9.7
574;1963-11-26;-999;   2.2;    6.0
575;1963-11-27;-999;   1.0;    6.5
576;1963-11-28;-999;   0.0;    6.0
577;1963-11-29;-999;   0.0;    5.7
578;1963-11-30;-999;   0.0;    4.1
579;1963-12-01;-999;   0.0;    2.6
580;1963-12-02;-999;   0.0;    0.6
581;1963-12-03;-999;   0.0;   -1.0
582;1963-12-04;-999;   0.0;    0.1
583;1963-12-05;-999;   0.0;    1.4
584;1963-12-06;-999;   0.0;   -0.3
585;1963-12-07;-999;   0.3;   -0.3
586;1963-12-08;-999;   0.0;   -2.4
587;1963-12-09;-999;   0.0;   -4.0
588;1963-12-10;-999;   0.0;   -3.3
589;1963-12-11;-999;   0.3;   -3.4
590;1963-12-12;-999;   4.2;    0.0
591;1963-12-13;-999;   1.2;   -1.4
592;1963-12-14;-999;   0.0;   -7.4
593;1963-12-15;-999;   0.0;   -4.7
594;1963-12-16;-999;   0.3;   -3.6
595;1963-12-17;-999;   0.3;   -1.5
596;1963-12-18;-999;   2.0;   -3.9
597;1963-12-19;-999;   1.5;   -1.9
598;1963-12-20;-999;   0.0;   -4.4
599;1963-12-21;-999;   0.0;   -3.6
600;1963-12-22;-999;   0.0;   -4.5
601;1963-12-23;-999;   0.0;  -11.3
602;1963-12-24;-999;   0.0;   -9.8
603;1963-12-25;-999;   0.0;   -2.8
604;1963-12-26;-999;   4.9;    2.6
605;1963-12-27;-999;   0.0;    1.8
606;1963-12-28;-999;   0.0;    2.1
607;1963-12-29;-999;   0.0;    2.3
608;1963-12-30;-999;   0.0;    4.5
609;1963-12-31;-999;   0.3;    1.8
610;1964-01-01;-999;   0.0;    4.6
611;1964-01-02;-999;   0.0;    3.6
612;1964-01-03;-999;   0.0;   -0.2
613;1964-01-04;-999;   0.1;   -2.1
614;1964-01-05;-999;   1.8;   -1.8
615;1964-01-06;-999;   2.6;    2.0
616;1964-01-07;-999;   1.3;    2.0
617;1964-01-08;-999;   0.2;    0.2
618;1964-01-09;-999;   0.1;   -0.3
619;1964-01-10;-999;   0.0;   -2.5
620;1964-01-11;-999;   0.0;   -7.0
621;1964-01-12;-999;   0.0;  -10.0
622;1964-01-13;-999;   0.0;   -7.5
623;1964-01-14;-999;   0.0;   -4.8
624;1964-01-15;-999;   0.0;   -7.6
625;1964-01-16;-999;   0.0;   -4.2
626;1964-01-17;-999;   0.0;   -5.6
627;1964-01-18;-999;   0.0;   -4.5
628;1964-01-19;-999;   0.0;   -4.8
